item_no,item_description,vendor,item_status,active,quantity,sales_amt
SKU00001,Product 1,BrandD,Discontinued,Y,82,1422.05
SKU00002,Product 2,BrandE,Active,Y,122,1339.79
SKU00003,Product 3,BrandC,Obsolete,Y,128,2194.94
SKU00004,Product 4,BrandE,Active,Y,257,2897.15
SKU00005,Product 5,BrandE,Active,Y,16,359.2
SKU00006,Product 6,BrandB,Active,Y,201,5080.34
SKU00007,Product 7,BrandC,Active,Y,180,3616.11
SKU00008,Product 8,BrandC,Obsolete,Y,92,2112.44
SKU00009,Product 9,BrandC,Active,Y,103,2950.37
SKU00010,Product 10,BrandE,Active,Y,105,2314.64
SKU00011,Product 11,BrandD,Active,Y,27,432.31
SKU00012,Product 12,BrandC,Obsolete,Y,115,2057.18
SKU00013,Product 13,BrandE,Active,Y,99,2666.22
SKU00014,Product 14,BrandB,Active,Y,17,184.89
SKU00015,Product 15,BrandD,Obsolete,Y,167,2532.76
SKU00016,Product 16,BrandB,Active,Y,49,1014.31
SKU00017,Product 17,BrandD,Active,Y,82,1876.21
SKU00018,Product 18,BrandE,Obsolete,Y,92,2281.32
SKU00019,Product 19,BrandA,Active,Y,36,540.02
SKU00020,Product 20,BrandD,Active,Y,66,739.79
SKU00021,Product 21,BrandB,Active,Y,74,2146.48
SKU00022,Product 22,BrandE,Active,N,75,726.05
SKU00023,Product 23,BrandD,Active,Y,95,960.23
SKU00024,Product 24,BrandA,Active,Y,72,1359.99
SKU00025,Product 25,BrandA,Active,N,49,1275.17
SKU00026,Product 26,BrandC,Discontinued,Y,72,1802.81
SKU00027,Product 27,BrandC,Active,Y,35,1002.03
SKU00028,Product 28,BrandB,Active,Y,71,789.18
SKU00029,Product 29,BrandD,Discontinued,Y,88,1431.41
SKU00030,Product 30,BrandD,Discontinued,Y,62,880.84
SKU00031,Product 31,BrandC,Active,Y,116,3124.94
SKU00032,Product 32,BrandD,Obsolete,Y,57,1068.4
SKU00033,Product 33,BrandD,Active,Y,118,1013.7
SKU00034,Product 34,BrandA,Active,N,60,1414.51
SKU00035,Product 35,BrandC,Active,Y,49,811.02
SKU00036,Product 36,BrandE,Obsolete,Y,27,531.5
SKU00037,Product 37,BrandC,Obsolete,Y,78,2157.74
SKU00038,Product 38,BrandE,Active,Y,42,573.23
SKU00039,Product 39,BrandA,Obsolete,Y,29,385.29
SKU00040,Product 40,BrandB,Obsolete,Y,90,1241.12
SKU00041,Product 41,BrandD,Obsolete,Y,168,2593.65
